ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position
1748,simple,,"Cabbage Green - Whole",1,0,visible,Each,"<b>Cabbage</b> is an excellent source of vitamin K, vitamin C and vitamin B6. It is also a very good source of manganese, dietary <b>fiber</b>, potassium, vitamin B1, folate and copper. Cabbage contains compounds called <a class=""body-link"" href=""https://link.springer.com/chapter/10.1007%2F978-1-4757-3230-6_14"" data-vars-ga-outbound-link=""https://link.springer.com/chapter/10.1007%2F978-1-4757-3230-6_14"">glucosinolates</a>, which are associated with lowering cancer risk based on how much you eat.",,,taxable,,1,,,0,0,,,,,1,,,3,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/cabb.jpg,,,,,,,,,0
1751,simple,,"Cabbage Green - Half",1,0,visible,Each,"<b>Cabbage</b> is an excellent source of vitamin K, vitamin C and vitamin B6. It is also a very good source of manganese, dietary <b>fiber</b>, potassium, vitamin B1, folate and copper. Cabbage contains compounds called <a class=""body-link"" href=""https://link.springer.com/chapter/10.1007%2F978-1-4757-3230-6_14"" data-vars-ga-outbound-link=""https://link.springer.com/chapter/10.1007%2F978-1-4757-3230-6_14"">glucosinolates</a>, which are associated with lowering cancer risk based on how much you eat.",,,taxable,,1,,,0,0,,,,,1,,,2.00,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/abbage.jpg,,,,,,,,,0
1753,simple,,"Cabbage Red - Whole",1,0,visible,Each,"Vitamin C is essential to the body – it boosts collagen production to support muscles, connective tissue and healing, strengthens the immune system by boosting white blood cell production, and is an effective antioxidant, fighting inflamation, heart disease and more. One portion of red cabbage contains 56% of your daily recommended intake.",,,taxable,,1,,,0,0,,,,,1,,,3,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/red-cabbage.jpg,,,,,,,,,0
1755,simple,,"Cabbage Red - Half",1,0,visible,Each,"Vitamin C is essential to the body – it boosts collagen production to support muscles, connective tissue and healing, strengthens the immune system by boosting white blood cell production, and is an effective antioxidant, fighting inflamation, heart disease and more. One portion of red cabbage contains 56% of your daily recommended intake.",,,taxable,,1,,,0,0,,,,,1,,,2,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/half-red.jpg,,,,,,,,,0
1757,simple,,"Cabbage Savoy - Whole",1,0,visible,Each,"Savoy cabbage is delicious when raw, in a salad. It can also be eaten cooked, for example in <strong>hot pots</strong>, soups or <strong>stuffed</strong>. Pairing it with fish is also very successful.",,,taxable,,1,,,0,0,,,,,1,,,3.00,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/savoy.jpg,,,,,,,,,0
1759,simple,,"Cabbage  Savoy - Half",1,0,visible,Each,"Savoy cabbage is delicious when raw, in a salad. It can also be eaten cooked, for example in <strong>hot pots</strong>, soups or <strong>stuffed</strong>. Pairing it with fish is also very successful.",,,taxable,,1,,,0,0,,,,,1,,,2.00,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/savoy-half.jpg,,,,,,,,,0
1761,simple,,"Cauliflower - Whole",1,0,visible,Each,"<p style=""text-align: left;"">Of the 100 grams of cauliflower in one serving, 92 grams are <a href=""https://www.webmd.com/a-to-z-guides/features/wonders-of-water"" data-metrics-link="""" data-crosslink-type=""article"">water</a>. That means this veggie can help keep you hydrated. It’s also a good source of fiber. Cauliflower has a group of substances known as glucosinolates. As you chew and digest it, these substances are broken down into compounds that may help prevent <a href=""https://www.webmd.com/cancer/"" data-metrics-link="""" data-crosslink-type=""article"">cancer</a> -- they help protect cells from damage and have anti-inflammatory, antiviral, and antibacterial effects.</p>",,,taxable,,1,,,0,0,,,,,1,,,3,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/cauli.jpg,,,,,,,,,0
1763,simple,,"Cauliflower - Half",1,0,visible,Each,"Of the 100 grams of cauliflower in one serving, 92 grams are <a href=""https://www.webmd.com/a-to-z-guides/features/wonders-of-water"" data-metrics-link="""" data-crosslink-type=""article"">water</a>. That means this veggie can help keep you hydrated. It’s also a good source of fiber. Cauliflower has a group of substances known as glucosinolates. As you chew and digest it, these substances are broken down into compounds that may help prevent <a href=""https://www.webmd.com/cancer/"" data-metrics-link="""" data-crosslink-type=""article"">cancer</a> -- they help protect cells from damage and have anti-inflammatory, antiviral, and antibacterial effects.",,,taxable,,1,,,0,0,,,,,1,,,2.50,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/cauliflower-half-vegetables_x700.jpg,,,,,,,,,0
1766,simple,,"Lettuce Iceberg - Each",1,0,visible,,"Iceberg lettuce is Crunchy and Refreshing - Perfect for making salads, topping a burger, tacos sandwiches - Rinse before Using",,,taxable,,1,,,0,0,,,,,1,,,4,"Vegetables > Salad Mixes &amp; Lettuce, Vegetables",,,https://vegestar.co.nz/wp-content/uploads/2020/04/lettuce-iceberg-vegetables_x700.jpg,,,,,,,,,0
1769,simple,,"Lettuce - Green Oak - Each",1,0,visible,,"One report by the World Cancer Research Fund suggests that non-starchy veggies like lettuce can protect against several types of cancers – like those of the mouth, throat, esophagus, and stomach",,,taxable,,1,,,0,0,,,,,1,,,2.50,"Vegetables > Salad Mixes &amp; Lettuce",,,https://vegestar.co.nz/wp-content/uploads/2020/04/lettuce-green-oak-vegetables_x700.jpg,,,,,,,,,0
1771,simple,,"Lettuce - Red Oak",0,0,visible,,"One report by the World Cancer Research Fund suggests that non-starchy veggies like lettuce can protect against several types of cancers – like those of the mouth, throat, esophagus, and stomach",,,taxable,,1,,,0,0,,,,,1,,,1.99,"Vegetables > Salad Mixes &amp; Lettuce",,,https://vegestar.co.nz/wp-content/uploads/2020/04/lettuce-red-oak-vegetables_x700.jpg,,,,,,,,,0
1773,simple,,"Rocket Salad (150gm) Bag",0,0,visible,Each,"Rocket salad in your diet can benefit you with so many nutrients. The extra benefit is that two cups contain only 80 calories, making it a good choice for those on a diet.",,,taxable,,1,,,0,0,,,,,1,,,3.50,"Vegetables > Salad Mixes &amp; Lettuce",,,https://vegestar.co.nz/wp-content/uploads/2020/04/wild-roquette-rocket-200g-vegetables_x700.jpg,,,,,,,,,0
1775,simple,,"Mesclun Salad (150gm) Bag",1,0,visible,Each,"<div id=""mntl-sc-block_1-0-35"" class=""comp mntl-sc-block mntl-sc-block-html"">\n\nLike with other leafy greens, mesclun mixes are rich in vitamins A and C, with a small dose of potassium, magnesium, vitamin B6, iron, and calcium. If your mesclun mix contains a lot of baby spinach, you'll get more iron and protein.\n\n</div>",,,taxable,,1,,,0,0,,,,,1,,,3.50,"Vegetables > Salad Mixes &amp; Lettuce",,,https://vegestar.co.nz/wp-content/uploads/2020/04/mesclin-200g-vegetables_x700.jpg,,,,,,,,,0
1779,simple,,"Baby Spinach (300gm) Bag",1,0,visible,Each,"Spinach is a superfood. It is loaded with tons of nutrients in a low-calorie package. Dark, leafy greens like spinach are important for skin, hair, and bone health. They also provide protein, iron, vitamins, and minerals.",,,taxable,,1,,,0,0,,,,,1,,,4.99,"Vegetables > Salad Mixes &amp; Lettuce",,,https://vegestar.co.nz/wp-content/uploads/2020/04/baby-spinach-200g-vegetables_x700.jpg,,,,,,,,,0
1781,simple,,"Lettuce Mix (150gm) Bag",1,0,visible,Each,"Leafy green vegetables are nutrient rich because leaves contain the light-catching, energy-converting machinery of plants. Salad greens contain Vitamin A, Vitamin C, beta-carotene, calcium, folate, fiber, and phytonutrients. Leafy vegetables are a good choice for a healthful diet because they do not contain cholesterol and are naturally low in calories and sodium.",,,taxable,,1,,,0,0,,,,,1,,,3.50,"Vegetables > Salad Mixes &amp; Lettuce",,,https://vegestar.co.nz/wp-content/uploads/2020/04/lettuce-mix.jpg,,,,,,,,,0
1783,simple,,"Fresh Coriander (100gm) bag",1,0,visible,Each,"Coriander is used for digestion problems including <a href=""https://www.webmd.com/digestive-disorders/digestive-diseases-nausea-vomiting"">upset stomach</a>, loss of appetite, <a href=""https://www.webmd.com/digestive-disorders/understanding-hernia-basics"">hernia</a>, <a href=""https://www.webmd.com/children/ss/nausea-vomiting-remedies-treatment"">nausea</a>, <a href=""https://www.webmd.com/digestive-disorders/digestive-diseases-diarrhea"">diarrhea</a>, bowel spasms, and intestinal gas. It is also used to treat <a href=""https://www.webmd.com/children/tc/measles-rubeola-topic-overview"">measles</a>, <a>hemorrhoids</a>, <a href=""https://www.webmd.com/oral-health/guide/toothaches"">toothaches</a>, worms, and <a href=""https://www.webmd.com/pain-management/guide/joint-pain"">joint pain</a>, as well as infections caused by bacteria and fungus. Some <a href=""https://www.webmd.com/women/picture-of-the-breasts"">breast</a>-feeding women use coriander to increase milk flow.",,,taxable,,1,,,0,0,,,,,1,,,3.50,"Vegetables > Herbs\, Sprouts and Chillies",,,https://vegestar.co.nz/wp-content/uploads/2020/04/coriander.jpg,,,,,,,,,0
1785,simple,,"Fresh Mint (100g) Bag",1,0,visible,Each,"<p style=""padding-left: 40px;""> Mint provides a refreshing taste that can make the mouth feel clean. It also has antibacterial and anti-inflammatory properties, which can improve teeth and gum health.</p>\nThe act of chewing also helps with cleaning the mouth and teeth. It can help cleanse the mouth because it neutralizes and washes away the acid in the mouth due to the breakdown of food.",,,taxable,,1,,,0,0,,,,,1,,,4,"Vegetables > Herbs\, Sprouts and Chillies",,,https://vegestar.co.nz/wp-content/uploads/2020/04/mint.jpg,,,,,,,,,0
1788,simple,,"Parsley Bunch",1,0,visible,Each,"<h2>We tend to think of parsley as a garnish, and don't give it much thought. But this herb does much more than make your plate look pretty.</h2>\n<ul>\n 	<li>\n<h2 class="""">Breast cancer protection</h2>\n</li>\n 	<li>\n<h2>Fights inflammation</h2>\n</li>\n 	<li>\n<h2 class="""">Prevents lines and wrinkles</h2>\n</li>\n 	<li>\n<h2>Strengthens bones</h2>\n</li>\n 	<li>\n<h2 class="""">Helps with digestion</h2>\n</li>\n 	<li>\n<h2 class="""">Freshens breath</h2>\n</li>\n 	<li>\n<h2>Helps with bladder infections</h2>\n</li>\n 	<li>\n<h2 class="""">Fights off heart disease</h2>\n</li>\n 	<li>\n<h2 class="""">Protects your eyes</h2>\n</li>\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,2.95,"Vegetables > Salad Mixes &amp; Lettuce, Vegetables",,,https://vegestar.co.nz/wp-content/uploads/2020/04/parsley-curly-vegetables_x700.jpg,,,,,,,,,0
1796,simple,,"Grapes - Green Seedless - Per Kg",1,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,8.95,"Fruits > Grapes &amp; Berries",,,https://vegestar.co.nz/wp-content/uploads/2020/04/grapes-green-seedless-produce-of-u-sa-500g-fruit_x700.jpg,,,,,,,,,0
1797,simple,,"Grapes - Red Seedless - Per Kg",1,0,visible,,"Including grapes in your diet helps you indulge your sweet tooth healthfully, and you'll increase your intake of beneficial nutrients like vitamin K and antioxidants, too.",,,taxable,,1,,,0,1,,,,,1,,,8.95,"Fruits > Grapes &amp; Berries",,,https://vegestar.co.nz/wp-content/uploads/2020/04/grapes-red-seedless-produce-of-usa-500g-fruit_x700.jpg,,,,,,,,,0
1798,simple,,"Grapes - Black Seedless- Per Kg",1,0,visible,,"Including grapes in your diet helps you indulge your sweet tooth healthfully, and you'll increase your intake of beneficial nutrients like vitamin K and antioxidants, too.",,,taxable,,1,,,0,1,,,,,1,,,8.85,"Fruits > Grapes &amp; Berries",,,https://vegestar.co.nz/wp-content/uploads/2020/04/black-grapes.jpg,,,,,,,,,0
1799,simple,,"Chillies Green pre pack tray",1,0,visible,"$0.79 per 100gm","An Indian Meal is incomplete without Chilies as it is the main ingredient in any Indian recipe. You only need to slice, chop, slit or dice and mix it with the other ingredients or even garnish your food with this hot chili. Green chilies are known to be a rich source of antioxidants. Vitamins- A, B complex (B6 and B9), and C are found in abundance in chilies.",,,taxable,,1,,,0,0,,,,,1,,,2.99,"Vegetables > Herbs\, Sprouts and Chillies",,,https://vegestar.co.nz/wp-content/uploads/2020/04/chillies-green-100g-vegetables_x700.jpg,,,,,,,,,0
1802,simple,,"Chillies Red pre pack tray",0,0,visible,"$0.79 per 100gm","<p style=""text-align: left;"">Chilli has long been regarded as one of the world's best natural medicines. It does boost endorphins in the body, increases metabolism, and has high values ​​of A and Vitamin C. Chilli is additionally a strong antioxidant and seems vasodilator which is good for people such as angina.</p>",,,taxable,,1,,,0,0,,,,,1,,,2.99,"Vegetables > Herbs\, Sprouts and Chillies",,,https://vegestar.co.nz/wp-content/uploads/2020/04/chillies-red-100g-vegetables_x700.jpg,,,,,,,,,0
1804,simple,,"Tumeric - Per Kg",1,0,visible,"$2.09 per 100gm","Turmeric is thought of as a pain reliever. The spice is reputed to relieve arthritis pain as well. Studies seem to support turmeric for pain relief, with <a class=""content-link css-29oowu"" href=""https://www.ncbi.nlm.nih.gov/pubmed/19678780"" target=""_blank"" rel=""noopener noreferrer"">one study</a> noting that it seemed to work as well as ibuprofen (Advil) in people with arthritis in their knees.",,,taxable,,1,,,0,1,,,,,1,,,15,"Vegetables > Herbs\, Sprouts and Chillies",,,https://vegestar.co.nz/wp-content/uploads/2020/04/tumeric.jpg,,,,,,,,,0
1806,simple,,"Eggs Size 6 (caged) 30 pk",1,0,visible,Each,"One egg has 6 grams of the stuff, with all nine “essential” amino acids, the building blocks of protein. That’s important because those are the ones your body can’t make by itself. It appears that a daily egg might lower your risk. In a recent Chinese study, people who had about one a day were almost 30% less likely to die from hemorrhagic stroke than those who had none.",,,taxable,,1,,,0,0,,,,,1,,,6.50,Dairy,,,https://vegestar.co.nz/wp-content/uploads/2020/04/eggs.jpg,,,,,,,,,0
1811,simple,,"Eggs Size 8 (Caged) 20 pk",1,0,visible,Each,"<ol>\n 	<li> Have them for breakfast and you’ll feel full longer. That'll make you more likely to eat less throughout the day. For example, on average, teens who eat an egg in the morning have 130 fewer calories at lunch.</li>\n</ol>",,,taxable,,1,,,0,0,,,,,1,,,7.50,Dairy,,,https://vegestar.co.nz/wp-content/uploads/2020/04/eggs.jpg,,,,,,,,,0
1812,simple,,"Local Eggs Free Range 12pk",1,0,visible,Each,"<p style=""text-align: left; padding-left: 40px;""> Our bodies can get vitamin D in two ways: when sunlight strikes our skin, or from our diet. Eggs are one of a small list of foods that are naturally rich in vitamin D.</p>",,,taxable,,1,,,0,0,,,,,1,,,7.50,Dairy,,,https://vegestar.co.nz/wp-content/uploads/2020/04/free-range-dalberto-eggs-1-doz-800g-groceries_x700.jpg,,,,,,,,,0
1814,simple,,"Eggs Free Range 20pk",0,0,visible,Each,"Our bodies can get vitamin D in two ways: when sunlight strikes our skin, or from our diet. Eggs are one of a small list of foods that are naturally rich in vitamin D.",,,taxable,,1,,,0,0,,,,,1,,,11.5,Dairy,,,https://vegestar.co.nz/wp-content/uploads/2020/04/eggg.jpg,,,,,,,,,0
1816,simple,,"Eggs size 7 (caged) 12pk",0,0,visible,Each,,,,taxable,,1,,,0,0,,,,,1,,,4.99,Dairy,,,https://vegestar.co.nz/wp-content/uploads/2020/04/free-range-dalberto-eggs-1-doz-800g-groceries_x700.jpg,,,,,,,,,0
1817,simple,,"Eggs Size 6 (caged) 12pk",0,0,visible,Each,,,,taxable,,1,,,0,0,,,,,1,,,4.99,Dairy,,,https://vegestar.co.nz/wp-content/uploads/2020/04/free-range-dalberto-eggs-1-doz-800g-groceries_x700.jpg,,,,,,,,,0
1818,simple,,"Pumpkin Crown - Whole",1,0,visible,Each,"<div class=""article-body"" data-metrics-module=""embd-lnk"">\n<div class=""article-page active-page"" data-page=""1""><section>Sure, eating pumpkin can help you look younger (beta-carotene in pumpkin helps protect us from the sun's wrinkle-causing UV rays), but the pulp also makes a great, all-natural face mask that exfoliates and soothes. All you need is 1/4 cup pureed pumpkin (not pumpkin pie), an egg, a tablespoon of honey and a tablespoon of milk. Mix, then apply it, wait for 20 minutes or so and wash it off with warm water.</section></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,3,"Vegetables > Potatoes\, Onions\, Pumpkins",,,https://vegestar.co.nz/wp-content/uploads/2020/04/pumpkin-grey-vegetables_x700.jpg,,,,,,,,,0
1820,simple,,"Pumpkin Crown - Half",1,0,visible,Each,"Pumpkin’s bright orange color comes from its high beta-carotene concentration, she explains, and beta-carotene is a carotenoid (an antioxidant) and a precursor of vitamin A. Beta-carotene also <a href=""https://www.ncbi.nlm.nih.gov/pubmed/23053552"" data-vars-event=""body text"" data-vars-click-url=""https://www.ncbi.nlm.nih.gov/pubmed/23053552"">helps protect us from the sun’s harmful UV rays</a>, so it’s great for keeping skin youthful and fresh.",,,taxable,,1,,,0,0,,,,,1,,,2,"Vegetables > Potatoes\, Onions\, Pumpkins",,,https://vegestar.co.nz/wp-content/uploads/2020/04/pumpkin-grey-half-vegetables_512x.jpg,,,,,,,,,0
1822,simple,,"Pumpkin Crown - Qtr",1,0,visible,Each,"Pumpkin’s bright orange color comes from its high beta-carotene concentration, she explains, and beta-carotene is a carotenoid (an antioxidant) and a precursor of vitamin A. Beta-carotene also <a href=""https://www.ncbi.nlm.nih.gov/pubmed/23053552"" data-vars-event=""body text"" data-vars-click-url=""https://www.ncbi.nlm.nih.gov/pubmed/23053552"">helps protect us from the sun’s harmful UV rays</a>, so it’s great for keeping skin youthful and fresh.",,,taxable,,1,,,0,0,,,,,1,,,1.50,"Vegetables > Potatoes\, Onions\, Pumpkins",,,https://vegestar.co.nz/wp-content/uploads/2020/04/pumpkin-grey-qtr-vegetables_512x.jpg,,,,,,,,,0
1824,simple,,"NZ  Buttercup Pumpkin",1,0,visible,Each,"<p style=""padding-left: 40px;""> Buttercup is packed with good energy: over 85% complex carbohydrates, 12% protein. It is an excellent choice for weight watchers. Just 200g of Buttercup squash provides a whole day’s vitamin C and vitamin A requirements.</p>",,,taxable,,1,,,0,0,,,,,1,,,2,"Vegetables > Potatoes\, Onions\, Pumpkins",,,https://vegestar.co.nz/wp-content/uploads/2020/04/squash-small.jpg,,,,,,,,,0
1826,simple,,"Pumpkin Butternut",1,0,visible,Each,"Butternut squash can enhance the hair and skin because of its high vitamin A content. Vitamin A is needed for sebum production, which keeps hair moisturized. Vitamin A plays an important role in the growth of all bodily tissues, including skin and hair. One serving of butternut squash also provides over 50 percent of the required vitamin C intake for a day. Vitamin C helps build and maintain <a class=""content-link css-29oowu keywords"" title=""Collagen: What is it and what are its uses?"" href=""https://www.medicalnewstoday.com/articles/262881.php"">collagen</a>, which provides structure to skin and hair.",,,taxable,,1,,,0,0,,,,,1,,,2,"Vegetables > Potatoes\, Onions\, Pumpkins",,,https://vegestar.co.nz/wp-content/uploads/2020/04/butternut.jpg,,,,,,,,,0
1829,simple,,"Carrot (Ohakune) Per Kg",1,0,visible,,"In addition to the fiber carrots provide, they’re chock-full of water. (A carrot is actually 88% water.) This combination boosts fullness.\n\nWhat's more, carrots are low in calories. One cup chopped contains just 52 calories. Scooping up your hummus or guac with a cup of raw, sliced carrots in place of 10 pita chips saves 80 calories and increases total fiber and nutrients.",,,taxable,,1,,,0,1,,,,,1,,,1.95,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/carrots-vegetables_x700.jpg,,,,,,,,,0
1831,simple,,"NZ Watermelon - Each",0,0,visible,,"Watermelon is largely made up of water (92%) and is low in calories with 31 calories per 100g. Being a fruit, it is primarily a carbohydrate with around 7g per 100g, and contains very little or negligible protein, fat or fibre.",,,taxable,,1,,,0,0,,,,,1,,,5,"Fruits > Melons &amp; Pineapples",,,https://vegestar.co.nz/wp-content/uploads/2020/04/watermelon.jpg,,,,,,,,,0
1833,simple,,"NZ Watermelon - Half",0,0,visible,Each,"<blockquote>Watermelon is largely made up of water (92%) and is low in calories with 31 calories per 100g. Being a fruit, it is primarily a carbohydrate with around 7g per 100g, and contains very little or negligible protein, fat or fibre.</blockquote>",,,taxable,,1,,,0,0,,,,,1,,,3,"Fruits > Melons &amp; Pineapples",,,https://vegestar.co.nz/wp-content/uploads/2020/04/watermelon-half-fruit_x700.jpg,,,,,,,,,0
1835,simple,,"Kamo Kamo - Each",0,0,visible,,"Kamo kamo was introduced to New Zealand by early European settlers, and quickly became a staple food for Maori.  It has quite a mild taste so can be cooked in similar ways to courgette or marrow.  It can be eaten on its own (pan-fried, grilled, barbequed, baked, boiled, or mashed), added to stir fries, stuffed, or mashed with potato.",,,taxable,,1,,,0,0,,,,,1,,,4,"Vegetables > Greens &amp; Others",,,https://vegestar.co.nz/wp-content/uploads/2020/04/kamo-kamo-dods_250x250@2x.jpg,,,,,,,,,0
1837,simple,,"NZ Tomatoes Loose Per Kg",1,0,visible,,"<div>\n<p class=""css-dmtxcr"">A tomato is a nutrient-dense superfood that offers benefit to a range of bodily systems. Its nutritional content supports healthful skin, weight loss, and heart health.</p>\n\n</div>",,,taxable,,1,,,0,1,,,,,1,,,6.95,"Vegetables > Greens &amp; Others, Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,https://vegestar.co.nz/wp-content/uploads/2020/04/tomatoes-roma-fruit_512x.jpg,,,,,,,,,0
1840,simple,,"NZ Tomatoes Vine Per Kg",1,0,visible,,"<div>\n<ul>\n 	<li class=""css-dmtxcr"">A tomato is a nutrient-dense superfood that offers benefit to a range of bodily systems. Its nutritional content supports healthful skin, weight loss, and heart health.</li>\n</ul>\n</div>",,,taxable,,1,,,0,1,,,,,1,,,6.95,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,https://vegestar.co.nz/wp-content/uploads/2020/04/tomatoes-truss-5-per-bunch-fruit_512x.jpg,,,,,,,,,0
1842,simple,,"NZ Acid Free Tomatoes  Per Kg",0,0,visible,,,,,taxable,,1,,,0,1,,,,,1,,,3.95,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,https://vegestar.co.nz/wp-content/uploads/2020/04/tomatoes-mini-roma-200g-fruit_512x.jpg,,,,,,,,,0
1846,simple,,"NZ Blueberries Punnet 120g",0,0,visible,Each,"The blueberry is a very popular berry. It is low in calories but high in fiber, vitamin C and vitamin K.",,,taxable,,1,,,0,0,,,,,1,,,5,"Fruits > Grapes &amp; Berries",,,https://vegestar.co.nz/wp-content/uploads/2020/04/blueberries-125g-fruit_512x.jpg,,,,,,,,,0
1848,simple,,"NZ Strawberries Punnet (250gm)",0,0,visible,Each,"<p style=""padding-left: 40px;""> The <a href=""https://www.webmd.com/heart/picture-of-the-heart"" data-metrics-link="""" data-crosslink-type=""article"">heart</a>-shaped silhouette of the strawberry is the first clue that this fruit is good for you. These potent little packages protect your heart, increase HDL (good) <a href=""https://www.webmd.com/cholesterol-management/default.htm"" data-metrics-link="""" data-crosslink-type=""article"">cholesterol</a>, lower your <a href=""https://www.webmd.com/hypertension-high-blood-pressure/guide/diastolic-and-systolic-blood-pressure-know-your-numbers"" data-metrics-link="""" data-crosslink-type=""article"">blood pressure</a>, and guard against <a href=""https://www.webmd.com/cancer/default.htm"" data-metrics-link="""" data-crosslink-type=""article"">cancer</a>.</p>",,,taxable,,1,,,0,0,,,,,1,,,5,"Fruits > Grapes &amp; Berries",,,https://vegestar.co.nz/wp-content/uploads/2020/04/strawberries-queensland-250g-fruit_x700.jpg,,,,,,,,,0
1850,simple,,"Kiwiberries punnet (120gm)",0,0,visible,Each,,,,taxable,,1,,,0,0,,,,,1,,,2.95,"Fruits > Grapes &amp; Berries",,,https://vegestar.co.nz/wp-content/uploads/2020/04/kiwis.gif,,,,,,,,,0
1852,"simple, virtual",,"Cherry Tomatoes Punnet (250gm)",1,0,visible,Each,"Tomatoes are an excellent source of vitamins A and C, and a good source of vitamin K and potassium.",,,taxable,,1,,,0,0,,,,,1,,,5,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,https://vegestar.co.nz/wp-content/uploads/2020/04/cherry-tomato.jpg,,,,,,,,,0
1854,simple,,"Tomatoes - Campari Tray",0,0,visible,Each,,,,taxable,,1,,,0,0,,,,,1,,,4,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,https://vegestar.co.nz/wp-content/uploads/2020/04/tomato.jpg,,,,,,,,,0
1856,simple,,"Loose Cherry Tomatoes Per Kg",0,0,visible,"$2.39 per 100gm",,,,taxable,,1,,,0,1,,,,,1,,,23.99,"Vegetables > Salad Mixes &amp; Lettuce, Fruits > Tomatoes",,,https://vegestar.co.nz/wp-content/uploads/2020/04/cherry-tomato.jpg,,,,,,,,,0
1857,simple,,"Mushroom - White - Per Kg",1,0,visible,,"<strong>Mushrooms are a superfood, and one of the most health-promoting foods on the planet.</strong> An <a href=""https://www.ncbi.nlm.nih.gov/pubmed/9110582"" target=""_blank"" rel=""noopener noreferrer"">estimated </a>50% of edible mushrooms are considered functional foods, meaning that they have a potentially positive effect on health beyond basic nutrition. Mushrooms are packed with <a href=""https://www.fruitsandveggiesmorematters.org/mushroom-shedding-light-on-their-nutritional-value"" target=""_blank"" rel=""noopener noreferrer"">nutritional value.</a> They’re low in calories, are great sources of <a href=""https://foodrevolution.org/blog/why-is-fiber-good/"">fiber</a> and <a href=""https://foodrevolution.org/blog/plant-based-protein/"">protein</a> (good for plant-based diets).",,,taxable,,1,,,0,1,,,,,1,,,13.95,"Vegetables > Mushrooms",,,https://vegestar.co.nz/wp-content/uploads/2020/04/mushroom-varieties-calloutpage-whitebutton-660x390-1.jpg,,,,,,,,,0
1859,simple,,"Mushroom - Flat - Per Kg",1,0,visible,,"Most people can afford to eat more meatless/vegetarian meals, including stir-fry, salads or casseroles that provide lots of veggies and nutrients. Mushrooms are a popular alternative for meat, with the added benefit of being lower in calories, fat, sodium, and free from dairy, nuts or soy.\n\nIf you follow a vegetarian or <strong><a href=""https://draxe.com/vegan-diet/"" target=""_blank"" rel=""noopener noreferrer"">vegan diet</a></strong>, portobellos are one of the best foods to use in veggie burgers, fajitas, etc., since they can take on a similar texture and mouth-feel to meat and are also usually easy to digest. Unbeknown to most people, mushrooms are actually relatively high in protein considering they’re not a meat source. Most types contain about 20 percent protein based on their dried weight/mass.",,,taxable,,1,,,0,1,,,,,1,,,17.95,"Vegetables > Mushrooms",,,https://vegestar.co.nz/wp-content/uploads/2020/04/mushrooms.brownflat-500x500-1.jpg,,,,,,,,,0
1861,simple,,"Bananas - Bobby - Bunch",0,0,visible,Each,"Children especially love their small size and sweet taste, making them perfect for the school lunch box.",,,taxable,,1,,,0,0,,,,,1,,,2.99,"Fruits > Avocados &amp; Bananas",,,https://vegestar.co.nz/wp-content/uploads/2020/04/bobby-bananas-final2.png,,,,,,,,,0
1863,simple,,"Banana Organic Bunch",1,0,visible,Each,,,,taxable,,1,,,0,0,,,,,1,,,3.89,"Fruits > Avocados &amp; Bananas",,,https://vegestar.co.nz/wp-content/uploads/2020/04/organic.jpg,,,,,,,,,0
1865,simple,,"NZ Sweetcorn Each",0,0,visible,,"If you want to remain young and maintain youthful looks, then you definitely have to consume sweet corn. It <a href=""https://www.stylecraze.com/articles/best-sources-of-antioxidants/"">is a powerhouse of antioxidants</a> useful in preventing the aging process.",,,taxable,,1,,,0,0,,,,,1,,,1.00,"Fruits > Stonefruit &amp; Tropical, Vegetables",,,https://vegestar.co.nz/wp-content/uploads/2020/04/sweetcorn-1.jpg,,,,,,,,,0
